seq,ts_ms,utc_ts,utc_time,state,temp1_C,press1_hPa,hum_pct,alt_baro_m,temp2_C,press2_hPa,lat,lon,alt_gps_m,speed_ms,heading_deg,gps_sats,gps_fix,m4_errors,m7_errors
255,398912,0,--:--:--,PAD,21.49,1012.58,31.24,20.1,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
266,412982,0,--:--:--,PAD,21.48,1012.58,31.25,20.1,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
268,415729,0,--:--:--,PAD,21.48,1012.58,31.24,20.1,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
269,417475,0,--:--:--,PAD,21.48,1012.60,31.23,19.9,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
270,418475,0,--:--:--,PAD,21.48,1012.60,31.23,19.9,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
272,421263,0,--:--:--,PAD,21.48,1012.62,31.25,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
273,422263,0,--:--:--,PAD,21.48,1012.62,31.27,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
274,423920,0,--:--:--,PAD,21.50,1012.64,31.25,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
275,425091,0,--:--:--,PAD,21.50,1012.64,31.25,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
276,427279,0,--:--:--,PAD,21.50,1012.64,31.23,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
278,430359,0,--:--:--,PAD,21.49,1012.64,31.28,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
279,434701,0,--:--:--,PAD,21.48,1012.62,31.20,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
289,447476,0,--:--:--,PAD,21.47,1012.66,31.23,19.4,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
290,448476,0,--:--:--,PAD,21.48,1012.64,31.22,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
293,452879,0,--:--:--,PAD,21.48,1012.64,31.19,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
295,456266,0,--:--:--,PAD,21.47,1012.64,31.19,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
303,467747,0,--:--:--,PAD,21.47,1012.66,31.24,19.4,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
305,470404,0,--:--:--,PAD,21.47,1012.66,31.22,19.4,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
306,471404,0,--:--:--,PAD,21.47,1012.66,31.23,19.4,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
309,474464,0,--:--:--,PAD,21.47,1012.66,31.25,19.4,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
310,475464,0,--:--:--,PAD,21.47,1012.66,31.24,19.4,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
313,479734,0,--:--:--,PAD,21.49,1012.66,31.22,19.4,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
316,483674,0,--:--:--,PAD,21.49,1012.62,31.25,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
317,485430,0,--:--:--,PAD,21.48,1012.62,31.22,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
318,486441,0,--:--:--,PAD,21.48,1012.62,31.22,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
319,487441,0,--:--:--,PAD,21.48,1012.64,31.19,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
320,488559,0,--:--:--,PAD,21.48,1012.64,31.22,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
323,491826,0,--:--:--,PAD,21.48,1012.66,31.20,19.4,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
324,494881,0,--:--:--,PAD,21.48,1012.66,31.22,19.4,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
325,496012,0,--:--:--,PAD,21.48,1012.66,31.22,19.4,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
334,508842,0,--:--:--,PAD,21.48,1012.64,31.21,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
336,511894,0,--:--:--,PAD,21.47,1012.64,31.23,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
337,512894,0,--:--:--,PAD,21.47,1012.64,31.23,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
338,515072,0,--:--:--,PAD,21.48,1012.62,31.31,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
339,516134,0,--:--:--,PAD,21.48,1012.62,31.31,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
349,529199,0,--:--:--,PAD,21.48,1012.60,31.35,19.9,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
351,531928,0,--:--:--,PAD,21.48,1012.62,31.33,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
354,535839,0,--:--:--,PAD,21.49,1012.62,31.34,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
355,536839,0,--:--:--,PAD,21.49,1012.62,31.34,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
357,539668,0,--:--:--,PAD,21.49,1012.64,31.31,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
367,553984,0,--:--:--,PAD,21.48,1012.64,31.26,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
369,558929,0,--:--:--,PAD,21.48,1012.64,31.26,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
371,561591,0,--:--:--,PAD,21.49,1012.62,31.24,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
374,565589,0,--:--:--,PAD,21.47,1012.66,31.27,19.4,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
377,569799,0,--:--:--,PAD,21.46,1012.64,31.28,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
378,571746,0,--:--:--,PAD,21.45,1012.66,31.32,19.4,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
386,583683,0,--:--:--,PAD,21.44,1012.66,31.35,19.4,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
389,587101,0,--:--:--,PAD,21.46,1012.66,31.36,19.4,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
397,599540,0,--:--:--,PAD,21.45,1012.64,31.30,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
398,600540,0,--:--:--,PAD,21.45,1012.64,31.30,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
400,604500,0,--:--:--,PAD,21.46,1012.62,31.83,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
402,607174,0,--:--:--,PAD,21.47,1012.64,32.78,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
404,611345,0,--:--:--,PAD,21.48,1012.62,33.01,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
405,612345,0,--:--:--,PAD,21.48,1012.62,33.01,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
406,617337,0,--:--:--,PAD,21.48,1012.62,32.53,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
415,628441,0,--:--:--,PAD,21.49,1012.62,31.84,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
416,629441,0,--:--:--,PAD,21.48,1012.62,31.83,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
417,630441,0,--:--:--,PAD,21.48,1012.64,31.77,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
419,635010,0,--:--:--,PAD,21.48,1012.64,31.66,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
429,652749,0,--:--:--,PAD,21.47,1012.64,31.83,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
430,653749,0,--:--:--,PAD,21.47,1012.64,31.83,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
432,659243,0,--:--:--,PAD,21.47,1012.62,31.70,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
434,664655,0,--:--:--,PAD,21.48,1012.62,31.64,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
445,678425,0,--:--:--,PAD,21.48,1012.64,32.05,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
446,679425,0,--:--:--,PAD,21.48,1012.62,32.01,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
447,680425,0,--:--:--,PAD,21.48,1012.64,31.97,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
448,682197,0,--:--:--,PAD,21.48,1012.64,31.89,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
449,683197,0,--:--:--,PAD,21.48,1012.64,31.86,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
450,684197,0,--:--:--,PAD,21.49,1012.62,31.82,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
451,685197,0,--:--:--,PAD,21.49,1012.64,31.80,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
452,687271,0,--:--:--,PAD,21.51,1012.64,31.80,19.6,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
453,688271,0,--:--:--,PAD,21.51,1012.62,31.75,19.7,19.91,1011.81,0.000000,0.000000,0.0,0.00,0.0,0,0,0,2
