seq,ts_ms,utc_ts,utc_time,state,temp1_C,press1_hPa,hum_pct,alt_baro_m,temp2_C,press2_hPa,lat,lon,alt_gps_m,speed_ms,heading_deg,gps_sats,gps_fix,m4_errors,m7_errors,nicla_ble_ok,alt_baro_corrected_m,alt_above_ground_baro_m,alt_above_ground_gps_m,gps_baro_diff_m,elapsed_s,p0_used_hPa,gps_ground_ref_m,gps_valid
249,482748,0,--:--:--,PAD,13.40,953.94,31.79,518.5,0.00,0.00,69.232971,16.036482,-61.5,8.48,173.0,10,1,0,0,0,-6.90,-57.10,-111.70,-54.60,434.64,953.16,50.2,0
250,483748,0,--:--:--,PAD,13.40,953.94,31.79,518.5,0.00,0.00,69.232971,16.036482,-61.5,8.48,173.0,10,1,0,0,0,-6.90,-57.10,-111.70,-54.60,435.64,953.16,50.2,0
251,484748,0,--:--:--,PAD,13.41,953.96,31.77,518.3,0.00,0.00,69.232880,16.036501,-71.8,8.98,171.4,11,1,0,0,0,-7.08,-57.28,-122.00,-64.72,436.64,953.16,50.2,0
252,488554,0,--:--:--,PAD,13.43,954.06,31.80,517.4,0.00,0.00,69.232590,16.036587,-35.9,5.03,168.0,9,1,0,0,0,-7.96,-58.16,-86.10,-27.94,440.44,953.16,50.2,0
253,489554,0,--:--:--,PAD,13.43,954.06,31.80,517.4,0.00,0.00,69.232590,16.036587,-35.9,5.03,168.0,9,1,0,0,0,-7.96,-58.16,-86.10,-27.94,441.44,953.16,50.2,0
254,490554,0,--:--:--,PAD,13.44,954.08,31.78,517.3,0.00,0.00,69.232536,16.036608,-34.7,4.97,168.4,8,1,0,0,0,-8.14,-58.34,-84.90,-26.56,442.44,953.16,50.2,0
255,492304,0,--:--:--,PAD,13.45,954.16,31.79,516.6,0.00,0.00,69.232315,16.036726,-32.9,4.48,161.1,9,1,0,0,0,-8.85,-59.05,-83.10,-24.05,444.19,953.16,50.2,0
256,495269,0,--:--:--,PAD,13.46,954.16,31.79,516.6,0.00,0.00,69.232285,16.036745,-32.8,3.97,162.7,9,1,0,0,0,-8.85,-59.05,-83.00,-23.95,447.16,953.16,50.2,0
257,496290,0,--:--:--,PAD,13.45,954.16,31.78,516.6,0.00,0.00,69.232246,16.036753,-32.8,3.70,165.2,11,1,0,0,0,-8.85,-59.05,-83.00,-23.95,448.18,953.16,50.2,0
258,497290,0,--:--:--,PAD,13.45,954.16,31.79,516.6,0.00,0.00,69.232246,16.036753,-32.8,3.70,165.2,11,1,0,0,0,-8.85,-59.05,-83.00,-23.95,449.18,953.16,50.2,0
259,500117,0,--:--:--,PAD,13.44,954.08,31.78,517.3,0.00,0.00,69.232155,16.036791,-37.2,2.61,149.1,12,1,0,0,0,-8.14,-58.34,-87.40,-29.06,452.00,953.16,50.2,0
260,501117,0,--:--:--,PAD,13.44,954.08,31.78,517.3,0.00,0.00,69.232155,16.036791,-37.2,2.61,149.1,12,1,0,0,0,-8.14,-58.34,-87.40,-29.06,453.00,953.16,50.2,0
261,502117,0,--:--:--,PAD,13.43,954.06,31.80,517.4,0.00,0.00,69.232170,16.036770,-41.1,0.94,149.1,12,1,0,0,0,-7.96,-58.16,-91.30,-33.14,454.00,953.16,50.2,0
262,505925,0,--:--:--,PAD,13.41,954.00,31.79,518.0,0.00,0.00,69.232292,16.036592,-71.8,0.99,341.1,12,1,0,0,0,-7.43,-57.63,-122.00,-64.37,457.81,953.16,50.2,0
263,506925,0,--:--:--,PAD,13.40,953.96,31.79,518.3,0.00,0.00,69.232292,16.036592,-71.8,0.99,341.1,12,1,0,0,0,-7.08,-57.28,-122.00,-64.72,458.81,953.16,50.2,0
264,507925,0,--:--:--,PAD,13.39,953.94,31.80,518.5,0.00,0.00,69.232292,16.036547,-76.1,0.91,341.1,12,1,0,0,0,-6.90,-57.10,-126.30,-69.20,459.81,953.16,50.2,0
265,509698,0,--:--:--,PAD,13.36,953.78,31.78,519.9,0.00,0.00,69.232391,16.036240,-102.4,0.77,355.7,12,1,0,0,0,-5.49,-55.69,-152.60,-96.91,461.59,953.16,50.2,0
266,513606,0,--:--:--,PAD,13.35,953.72,31.79,520.4,0.00,0.00,69.232414,16.036186,-108.0,1.31,344.2,12,1,0,0,0,-4.96,-55.16,-158.20,-103.04,465.49,953.16,50.2,0
267,514606,0,--:--:--,PAD,13.33,953.70,31.79,520.6,0.00,0.00,69.232414,16.036186,-108.0,1.31,344.2,12,1,0,0,0,-4.78,-54.98,-158.20,-103.22,466.49,953.16,50.2,0
268,517455,0,--:--:--,PAD,13.31,953.59,31.79,521.5,0.00,0.00,69.232521,16.036020,-122.8,0.63,348.7,12,1,0,0,0,-3.81,-54.01,-173.00,-118.99,469.34,953.16,50.2,0
271,521211,0,--:--:--,PAD,13.27,953.43,31.79,522.9,0.00,0.00,69.232643,16.035954,-118.0,0.00,348.7,12,1,0,0,0,-2.39,-52.59,-168.20,-115.61,473.10,953.16,50.2,0
272,524137,0,--:--:--,PAD,13.26,953.43,31.79,522.9,0.00,0.00,69.232681,16.035946,-116.6,0.00,348.7,12,1,0,0,0,-2.39,-52.59,-166.80,-114.21,476.02,953.16,50.2,0
273,525137,0,--:--:--,PAD,13.26,953.39,31.79,523.3,0.00,0.00,69.232681,16.035946,-116.6,0.00,348.7,12,1,0,0,0,-2.04,-52.24,-166.80,-114.56,477.02,953.16,50.2,0
280,536693,0,--:--:--,PAD,13.19,953.17,31.79,525.2,0.00,0.00,69.233383,16.036013,-113.7,0.00,348.7,13,1,0,0,0,-0.09,-50.29,-163.90,-113.61,488.58,953.16,50.2,0
281,540479,0,--:--:--,PAD,13.17,953.09,31.78,525.9,0.00,0.00,69.233521,16.036005,-109.6,0.00,348.7,13,1,0,0,0,0.62,-49.58,-159.80,-110.22,492.37,953.16,50.2,0
282,541479,0,--:--:--,PAD,13.16,953.06,31.78,526.1,0.00,0.00,69.233521,16.036005,-109.6,0.00,348.7,13,1,0,0,0,0.89,-49.31,-159.80,-110.49,493.37,953.16,50.2,0
283,542479,0,--:--:--,PAD,13.16,953.06,31.80,526.1,0.00,0.00,69.233536,16.036003,-108.6,0.00,348.7,13,1,0,0,0,0.89,-49.31,-158.80,-109.49,494.37,953.16,50.2,0
284,546235,0,--:--:--,PAD,13.14,952.98,31.78,526.8,0.00,0.00,69.233589,16.035965,-101.7,0.00,348.7,13,1,0,0,0,1.59,-48.61,-151.90,-103.29,498.12,953.16,50.2,0
285,547235,0,--:--:--,PAD,13.13,952.98,31.79,526.8,0.00,0.00,69.233589,16.035965,-101.7,0.00,348.7,13,1,0,0,0,1.59,-48.61,-151.90,-103.29,499.12,953.16,50.2,0
286,548235,0,--:--:--,PAD,13.13,952.96,31.78,527.0,0.00,0.00,69.233589,16.035959,-100.4,0.00,348.7,13,1,0,0,0,1.77,-48.43,-150.60,-102.17,500.12,953.16,50.2,0
287,552023,0,--:--:--,PAD,13.11,952.88,31.79,527.7,0.00,0.00,69.233597,16.035950,-92.9,0.00,348.7,14,1,0,0,0,2.48,-47.72,-143.10,-95.38,503.91,953.16,50.2,0
288,553023,0,--:--:--,PAD,13.10,952.84,31.80,528.1,0.00,0.00,69.233597,16.035950,-92.9,0.00,348.7,14,1,0,0,0,2.83,-47.37,-143.10,-95.73,504.91,953.16,50.2,0
289,554023,0,--:--:--,PAD,13.10,952.84,31.78,528.1,0.00,0.00,69.233604,16.035950,-91.5,0.00,348.7,14,1,0,0,0,2.83,-47.37,-141.70,-94.33,505.91,953.16,50.2,0
290,555798,0,--:--:--,PAD,13.08,952.78,31.78,528.6,0.00,0.00,69.233604,16.035948,-87.2,0.00,348.7,14,1,0,1,0,3.36,-46.84,-137.40,-90.56,507.69,953.16,50.2,0
291,556853,0,--:--:--,PAD,13.08,952.76,31.78,528.8,0.00,0.00,69.233604,16.035946,-85.8,0.00,348.7,14,1,0,1,0,3.54,-46.66,-136.00,-89.34,508.74,953.16,50.2,0
292,557853,0,--:--:--,PAD,13.07,952.76,31.79,528.8,0.00,0.00,69.233604,16.035946,-85.8,0.00,348.7,14,1,0,1,0,3.54,-46.66,-136.00,-89.34,509.74,953.16,50.2,0
294,560621,0,--:--:--,PAD,13.05,952.70,31.78,529.3,0.00,0.00,69.233612,16.035938,-80.2,0.00,348.7,14,1,0,1,0,4.07,-46.13,-130.40,-84.27,512.51,953.16,50.2,0
295,561656,0,--:--:--,PAD,13.05,952.68,31.78,529.5,0.00,0.00,69.233612,16.035938,-80.2,0.00,348.7,14,1,0,2,0,4.25,-45.95,-130.40,-84.45,513.54,953.16,50.2,0
296,562685,0,--:--:--,PAD,13.04,952.64,31.78,529.8,0.00,0.00,69.233620,16.035936,-78.7,0.00,348.7,14,1,0,2,0,4.60,-45.60,-128.90,-83.30,514.57,953.16,50.2,0
297,564461,0,--:--:--,PAD,13.03,952.62,31.78,530.0,0.00,0.00,69.233620,16.035933,-76.2,0.00,348.7,14,1,0,2,0,4.78,-45.42,-126.40,-80.98,516.35,953.16,50.2,0
298,565461,0,--:--:--,PAD,13.03,952.62,31.78,530.0,0.00,0.00,69.233620,16.035931,-75.2,0.00,348.7,14,1,0,2,0,4.78,-45.42,-125.40,-79.98,517.35,953.16,50.2,0
299,566461,0,--:--:--,PAD,13.02,952.59,31.78,530.2,0.00,0.00,69.233627,16.035929,-73.7,0.00,348.7,14,1,0,2,0,5.05,-45.15,-123.90,-78.75,518.35,953.16,50.2,0
300,568308,0,--:--:--,PAD,13.01,952.57,31.77,530.4,0.00,0.00,69.233627,16.035927,-71.5,0.00,348.7,14,1,0,3,0,5.22,-44.98,-121.70,-76.72,520.20,953.16,50.2,0
301,569308,0,--:--:--,PAD,13.01,952.53,31.77,530.8,0.00,0.00,69.233635,16.035927,-70.3,0.00,348.7,14,1,0,3,0,5.58,-44.62,-120.50,-75.88,521.20,953.16,50.2,0
302,570308,0,--:--:--,PAD,13.00,952.51,31.77,530.9,0.00,0.00,69.233635,16.035925,-68.9,0.00,348.7,14,1,0,3,0,5.75,-44.45,-119.10,-74.65,522.20,953.16,50.2,0
303,571308,0,--:--:--,PAD,13.00,952.51,31.77,530.9,0.00,0.00,69.233635,16.035925,-67.8,0.00,348.7,14,1,0,3,0,5.75,-44.45,-118.00,-73.55,523.20,953.16,50.2,0
304,573160,0,--:--:--,PAD,12.99,952.45,31.79,531.5,0.00,0.00,69.233643,16.035921,-63.9,0.00,348.7,14,1,0,4,0,6.29,-43.91,-114.10,-70.19,525.05,953.16,50.2,0
305,574174,0,--:--:--,PAD,12.98,952.45,31.77,531.5,0.00,0.00,69.233650,16.035919,-62.7,0.00,348.7,14,1,0,4,0,6.29,-43.91,-112.90,-68.99,526.06,953.16,50.2,0
306,575174,0,--:--:--,PAD,12.97,952.45,31.77,531.5,0.00,0.00,69.233650,16.035919,-62.7,0.00,348.7,14,1,0,4,0,6.29,-43.91,-112.90,-68.99,527.06,953.16,50.2,0
307,576174,0,--:--:--,PAD,12.97,952.41,31.78,531.8,0.00,0.00,69.233650,16.035919,-61.5,0.00,348.7,14,1,0,4,0,6.64,-43.56,-111.70,-68.14,528.06,953.16,50.2,0
308,577174,0,--:--:--,PAD,12.96,952.39,31.77,532.0,0.00,0.00,69.233658,16.035917,-60.1,0.00,348.7,14,1,0,4,0,6.82,-43.38,-110.30,-66.92,529.06,953.16,50.2,0
309,579011,0,--:--:--,PAD,12.95,952.31,31.78,532.7,0.00,0.00,69.233665,16.035912,-56.6,0.00,348.7,14,1,0,5,0,7.53,-42.67,-106.80,-64.13,530.90,953.16,50.2,0
310,580011,0,--:--:--,PAD,12.94,952.29,31.77,532.9,0.00,0.00,69.233665,16.035912,-56.6,0.00,348.7,14,1,0,5,0,7.70,-42.50,-106.80,-64.30,531.90,953.16,50.2,0
311,581788,0,--:--:--,PAD,12.93,952.23,31.78,533.4,0.00,0.00,69.233673,16.035908,-54.0,0.00,348.7,14,1,0,5,0,8.23,-41.97,-104.20,-62.23,533.68,953.16,50.2,0
312,582844,0,--:--:--,PAD,12.93,952.21,31.79,533.6,0.00,0.00,69.233681,16.035904,-50.4,0.00,348.7,14,1,0,6,0,8.41,-41.79,-100.60,-58.81,534.73,953.16,50.2,0
313,584687,0,--:--:--,PAD,12.92,952.17,31.78,533.9,0.00,0.00,69.233681,16.035900,-49.1,0.00,348.7,14,1,0,6,0,8.77,-41.43,-99.30,-57.87,536.58,953.16,50.2,0
