seq,ts_ms,utc_ts,utc_time,state,temp1_C,press1_hPa,hum_pct,alt_baro_m,temp2_C,press2_hPa,lat,lon,alt_gps_m,speed_ms,heading_deg,gps_sats,gps_fix,m4_errors,m7_errors
650,718402,1773685702,18:28:22,PAD,23.44,989.41,48.66,214.1,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
651,719402,1773685703,18:28:23,PAD,23.44,989.41,48.66,214.1,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
652,720402,1773685704,18:28:24,PAD,23.44,989.41,48.67,214.1,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
653,721402,1773685705,18:28:25,PAD,23.44,989.41,48.66,214.1,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
654,722402,1773685706,18:28:26,PAD,23.44,989.41,48.66,214.1,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
655,723402,1773685707,18:28:27,PAD,23.44,989.41,48.66,214.1,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
656,724402,1773685708,18:28:28,PAD,23.44,989.41,48.66,214.1,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
657,725402,1773685709,18:28:29,PAD,23.44,989.41,48.66,214.1,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
658,726402,1773685710,18:28:30,PAD,23.44,989.41,48.66,214.1,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
659,727402,1773685711,18:28:31,PAD,23.44,989.41,48.66,214.1,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
