seq,ts_ms,utc_ts,utc_time,state,temp1_C,press1_hPa,hum_pct,alt_baro_m,temp2_C,press2_hPa,lat,lon,alt_gps_m,speed_ms,heading_deg,gps_sats,gps_fix,m4_errors,m7_errors
121,246684,0,--:--:--,PAD,8.86,1014.88,56.53,1.0,0.00,0.00,59.896572,10.522905,5.6,0.00,166.7,10,0,0,0
122,250829,0,--:--:--,PAD,8.86,1014.88,56.53,1.0,0.00,0.00,59.896572,10.522905,5.6,0.00,166.7,10,0,0,0
123,251974,0,--:--:--,PAD,8.90,1014.88,56.55,1.0,0.00,0.00,59.896572,10.522908,5.7,0.00,166.7,10,1,0,0
1,30872,0,--:--:--,PAD,0.00,0.00,0.00,0.0,13.29,1012.32,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
2,32092,0,--:--:--,DESCENT,0.00,0.00,0.00,0.0,13.29,1012.23,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
3,33278,0,--:--:--,DESCENT,0.00,0.00,0.00,0.0,13.29,1012.20,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
1,30793,0,--:--:--,PAD,0.00,0.00,0.00,0.0,14.20,1012.67,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
2,31793,0,--:--:--,DESCENT,0.00,0.00,0.00,0.0,14.36,1012.73,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
3,32793,0,--:--:--,DESCENT,0.00,0.00,0.00,0.0,14.36,1012.76,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
