seq,ts_ms,utc_ts,utc_time,state,temp1_C,press1_hPa,hum_pct,alt_baro_m,temp2_C,press2_hPa,lat,lon,alt_gps_m,speed_ms,heading_deg,gps_sats,gps_fix,m4_errors,m7_errors,nicla_ble_ok
70,85991,0,--:--:--,PAD,22.98,979.87,17.76,295.1,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
71,86991,0,--:--:--,PAD,22.98,979.87,17.74,295.1,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
72,87991,0,--:--:--,PAD,22.98,979.87,17.74,295.1,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
73,88991,0,--:--:--,PAD,22.98,979.85,17.75,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
74,89991,0,--:--:--,PAD,22.98,979.85,17.72,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
75,90991,0,--:--:--,PAD,22.99,979.85,17.72,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
76,91991,0,--:--:--,PAD,22.99,979.85,17.73,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
77,92991,0,--:--:--,PAD,22.99,979.85,17.72,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
78,93991,0,--:--:--,PAD,22.99,979.85,17.72,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
79,94991,0,--:--:--,PAD,22.99,979.85,17.72,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
80,95991,0,--:--:--,PAD,22.99,979.85,17.74,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
81,97208,0,--:--:--,PAD,22.99,979.85,17.76,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
82,98208,0,--:--:--,PAD,22.99,979.85,17.80,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
83,99208,0,--:--:--,PAD,22.99,979.85,17.80,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
84,100208,0,--:--:--,PAD,22.99,979.85,17.82,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
85,101247,0,--:--:--,PAD,22.99,979.85,17.83,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
86,102247,0,--:--:--,PAD,23.00,979.83,17.83,295.4,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
87,103247,0,--:--:--,PAD,23.00,979.83,17.84,295.4,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
88,104247,0,--:--:--,PAD,23.00,979.83,17.84,295.4,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
89,105247,0,--:--:--,PAD,23.00,979.85,17.83,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
90,106247,0,--:--:--,PAD,23.00,979.87,17.83,295.1,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
91,107247,0,--:--:--,PAD,23.00,979.85,17.83,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
92,108247,0,--:--:--,PAD,23.00,979.85,17.83,295.3,0.00,0.00,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0,0
