seq,ts_ms,utc_ts,utc_time,state,temp1_C,press1_hPa,hum_pct,alt_baro_m,temp2_C,press2_hPa,lat,lon,alt_gps_m,speed_ms,heading_deg,gps_sats,gps_fix,m4_errors,m7_errors
371,439330,1773685423,18:23:43,PAD,23.90,989.37,47.49,214.5,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
372,440330,1773685424,18:23:44,PAD,23.90,989.37,47.51,214.5,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
373,441330,1773685425,18:23:45,PAD,23.89,989.37,47.50,214.5,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
374,442330,1773685426,18:23:46,PAD,23.89,989.35,47.51,214.6,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
375,443330,1773685427,18:23:47,PAD,23.89,989.35,47.51,214.6,22.71,989.39,0.000000,0.000000,0.0,0.00,0.0,0,0,0,0
